station_id,name,location,state
464643092053701,"Superior Bay, MN",Superior Bay,MN
470620096203501,"S. Branch Wild Rice River At 220 St. Nr Ulen, MN",S. Branch Wild Rice River At 220 St. Nr Ulen,MN
471716096222801,"Wild Rice River At County Road 2 Nr Ulen, MN",Wild Rice River At County Road 2 Nr Ulen,MN
472533094284500,"Flus-04   146N30W34Bbb 01               0000243242, MN",Flus-04   146N30W34Bbb 01               0000243242,MN
473841096153101,"G15-R     148N44W10Cccc  01             0000620675, MN",G15-R     148N44W10Cccc  01             0000620675,MN
473945096202401,"E01D-R    148N45W01Cbdd  01             0000516287, MN",E01D-R    148N45W01Cbdd  01             0000516287,MN
473945096202402,"E01S-R    148N45W01Cbdd  01             0000249810, MN",E01S-R    148N45W01Cbdd  01             0000249810,MN
474125096120602,"G22S-R    149N43W29Ccbb  01             0000620682, MN",G22S-R    149N43W29Ccbb  01             0000620682,MN
474128096175501,"G13       149N44W28Cadd  01             0000620673, MN",G13       149N44W28Cadd  01             0000620673,MN
474129096145201,"E02D      149N44W26Dacd  01, MN",E02D      149N44W26Dacd  01,MN
474129096145202,"G09       149N44W26Ddca  01             0000620669, MN",G09       149N44W26Ddca  01             0000620669,MN
474135096203001,"G01-R     149N44W30Caad  01             0000620661, MN",G01-R     149N44W30Caad  01             0000620661,MN
474221096120901,"G16       149N43W19Dadd  01             0000620676, MN",G16       149N43W19Dadd  01             0000620676,MN
474236096171801,"Wl18W/S   149N44W21Adddac01 Areal Water & Sediment, MN",Wl18W/S   149N44W21Adddac01 Areal Water & Sediment,MN
474346096185501,"G08-R     149N44W17Abad  01             0000620668, MN",G08-R     149N44W17Abad  01             0000620668,MN
474403096191401,"Wl15-W/S1 149N44W08Cdaa  01 Restore Ne Water & Sed, MN",Wl15-W/S1 149N44W08Cdaa  01 Restore Ne Water & Sed,MN
474403096191402,"Wl15-W2   149N44W08Cdaa  02 Restore Nw Water, MN",Wl15-W2   149N44W08Cdaa  02 Restore Nw Water,MN
474403096191403,"Wl15-W3   149N44W08Cdaa  03 Restore Sw Water, MN",Wl15-W3   149N44W08Cdaa  03 Restore Sw Water,MN
474403096191404,"Wl15-W4   149N44W08Cdaa  04 Restore Se Water, MN",Wl15-W4   149N44W08Cdaa  04 Restore Se Water,MN
474426096192901,"Wl14-W/S1 149N44W08Bdbc  01 Control Ne Water & Sed, MN",Wl14-W/S1 149N44W08Bdbc  01 Control Ne Water & Sed,MN
474428096184901,"Wl17-W2   149N44W08Adbdcd01 Control S Water, MN",Wl17-W2   149N44W08Adbdcd01 Control S Water,MN
474434096184801,"Wl17-W3   149N44W08Aacdca01 Control Cs Water, MN",Wl17-W3   149N44W08Aacdca01 Control Cs Water,MN
474436096140801,"E03-R     149N44W12Bada  01             0000654754, MN",E03-R     149N44W12Bada  01             0000654754,MN
474440096185101,"Wl17-W/S1 149N44W08Aabcad01 Control Cn W. & E Sed., MN",Wl17-W/S1 149N44W08Aabcad01 Control Cn W. & E Sed.,MN
474443096185101,"Wl17-W4   149N44W08Aabbaa01 Control N Water, MN",Wl17-W4   149N44W08Aabbaa01 Control N Water,MN
474445096192201,"Wl16-W4   149N44W05Cddcdc01 Restore Sw Water, MN",Wl16-W4   149N44W05Cddcdc01 Restore Sw Water,MN
474448096192301,"Wl16-W3   149N44W05Cddbcc01 Restore E Water, MN",Wl16-W3   149N44W05Cddbcc01 Restore E Water,MN
474449096192701,"Wl16-W/S1149N44W05Cdcadb01 Restore W W. & E Sed., MN",Wl16-W/S1149N44W05Cdcadb01 Restore W W. & E Sed.,MN
474456096193701,"Wl16-W2   149N44W05Ccaaca01 Restore Nw Water, MN",Wl16-W2   149N44W05Ccaaca01 Restore Nw Water,MN
474708096261801,"L043      150N45W29Adaa  01 Gentilly, MN",L043      150N45W29Adaa  01 Gentilly,MN
475551091480501,"          063N12W24Aacacb01 Winton 3    0000181951, MN",          063N12W24Aacacb01 Winton 3    0000181951,MN
481633096031801,"Wb-A Agassiz Nwr- Farmes Pool, MN",Wb-A Agassiz Nwr- Farmes Pool,MN
482353096001901,"Wb-B Agassiz Nwr- Tamarack Pool, MN",Wb-B Agassiz Nwr- Tamarack Pool,MN
482918095564401,"Wb-C Thief Lake Wma- River Site, MN",Wb-C Thief Lake Wma- River Site,MN
485106094414301,"Lake Of The Woods, MN",Lake Of The Woods,MN
485519094434201,"Lk Of The Woods At Big Traverse Bay Nr Sable Is, MN",Lk Of The Woods At Big Traverse Bay Nr Sable Is,MN
485712096013001,"Wb-D Roseau River Wma - Dike Site, MN",Wb-D Roseau River Wma - Dike Site,MN
485713095111901,"Lake Of The Woods At Muskeg Bay Near Warrod, MN",Lake Of The Woods At Muskeg Bay Near Warrod,MN
490126094553301,"Lk Of The Woods At Big Traverse Bay Nr Long Pt., MN",Lk Of The Woods At Big Traverse Bay Nr Long Pt.,MN
491911094545101,"Lake Of The Woods, MN",Lake Of The Woods,MN
491958094523501,"Lk Of The Woods, MN",Lk Of The Woods,MN
02480212,"Pascagoula River At Mi 1 At Pascagoula, MS",Pascagoula River At Mi 1 At Pascagoula,MS
02480285,"West Pascagoula River At Hwy 90 At Gautier, MS",West Pascagoula River At Hwy 90 At Gautier,MS
02480287,"Graveline Bayou Near Gautier, MS",Graveline Bayou Near Gautier,MS
02480345,"Tchoutacabouffa River Trib Near White Plains, MS",Tchoutacabouffa River Trib Near White Plains,MS
02481251,"Turkey Creek At Airport Road At Gulfport, MS",Turkey Creek At Airport Road At Gulfport,MS
02481270,"Back Bay Of Biloxi Near Biloxi, MS",Back Bay Of Biloxi Near Biloxi,MS
02481549,"Hickory Creek Near Caesar, MS",Hickory Creek Near Caesar,MS
02481661,"Tributary To Bayou Lasalle Near Vidalia, MS",Tributary To Bayou Lasalle Near Vidalia,MS
02481663,"Rotten Bayou Nr Fenton, MS",Rotten Bayou Nr Fenton,MS
0248166310,"Mill Creek At Fenton, MS",Mill Creek At Fenton,MS
0248166590,"Rotten Bayou Trib No. 1 At Diamondhead, MS",Rotten Bayou Trib No. 1 At Diamondhead,MS
02481880,"Pearl River At Burnside, MS",Pearl River At Burnside,MS
02481960,"Wolf Creek At Industrial Drive Nr Pearl River, MS",Wolf Creek At Industrial Drive Nr Pearl River,MS
02481961,"Wolf Creek Near Pearl River, MS",Wolf Creek Near Pearl River,MS
02481970,"Jones Creek At Black Jack Road Nr Pearl River, MS",Jones Creek At Black Jack Road Nr Pearl River,MS
02481984,"Beasha Creek Near Coldwater, MS",Beasha Creek Near Coldwater,MS
02481998,"Beasha Creek Near Edinburg, MS",Beasha Creek Near Edinburg,MS
02482000,"Pearl River At Edinburg, MS",Pearl River At Edinburg,MS
02484760,"Fannegusha Creek Nr Sand Hill, MS",Fannegusha Creek Nr Sand Hill,MS
02492620,"Pearl River At Nstl Station, MS",Pearl River At Nstl Station,MS
07029297,"Eastes Creek Near Cornith, MS",Eastes Creek Near Cornith,MS
07029311,"Little Cane Creek Near Wenasoga, MS",Little Cane Creek Near Wenasoga,MS
0702931110,"Little Cane Creek At Cr 711 Near Wenasoga, MS",Little Cane Creek At Cr 711 Near Wenasoga,MS
07029313,"Tarebreeches Creek Near Theo, MS",Tarebreeches Creek Near Theo,MS
07029315,"Tarebreeches Creek Near Corinth, MS",Tarebreeches Creek Near Corinth,MS
0702941030,"North Prong Creek Near Falkner, MS",North Prong Creek Near Falkner,MS
0702941050,"North Prong Muddy Creek Trib 1 Near Falkner, MS",North Prong Muddy Creek Trib 1 Near Falkner,MS
07279300,"Coldwater River At Prichard, MS",Coldwater River At Prichard,MS
07279620,"Arkabutla Creek At Prichard, MS",Arkabutla Creek At Prichard,MS
07279680,"White Oak Bayou Near Little Texas, MS",White Oak Bayou Near Little Texas,MS
07279950,"Coldwater River At Marks, MS",Coldwater River At Marks,MS
07279970,"Bobo Bayou At Bobo, MS",Bobo Bayou At Bobo,MS
07280690,"Opossum Bayou At Brazil, MS",Opossum Bayou At Brazil,MS
07280695,"Muddy Bayou At Melton Road Near Stover, MS",Muddy Bayou At Melton Road Near Stover,MS
07280809,"Cassidy Bayou At Highway 322 Near Clarksdale, MS",Cassidy Bayou At Highway 322 Near Clarksdale,MS
07281600,"Tallahatchie River At Money, MS",Tallahatchie River At Money,MS
07286011,"Brushy Creek Near Macel, MS",Brushy Creek Near Macel,MS
07287700,"Phillips Bayou At Powell, MS",Phillips Bayou At Powell,MS
07288000,"Big Sunflower River At Clarksdale, MS",Big Sunflower River At Clarksdale,MS
07288048,"Richies Bayou At Sherard, MS",Richies Bayou At Sherard,MS
07288068,"Harris Bayou At Palmer Rd East Of Alligator, MS",Harris Bayou At Palmer Rd East Of Alligator,MS
07288070,"Harris Bayou Near Counts, MS",Harris Bayou Near Counts,MS
07288094,"Big Sunflower River At Johnson Rd Nr Roundaway, MS",Big Sunflower River At Johnson Rd Nr Roundaway,MS
07288136,"Hushpuckena River At Alligator, MS",Hushpuckena River At Alligator,MS
07288150,"Hushpuckena River At Hushpuckena, MS",Hushpuckena River At Hushpuckena,MS
07288185,"Black Bayou At Baltzer, MS",Black Bayou At Baltzer,MS
07288190,"Big Sunflower River Near Baltzer, MS",Big Sunflower River Near Baltzer,MS
07288361,"Dougherty Bayou Below Hwy 8 Near Ruleville, MS",Dougherty Bayou Below Hwy 8 Near Ruleville,MS
07288500,"Big Sunflower River At Sunflower, MS",Big Sunflower River At Sunflower,MS
07288519,"Porter Bayou At Hwy 448 At Frazier, MS",Porter Bayou At Hwy 448 At Frazier,MS
07288521,"Porter Bayou At Stephensville, MS",Porter Bayou At Stephensville,MS
07288550,"Quiver River Near Drew, MS",Quiver River Near Drew,MS
07288555,"Quiver River Southeast Ruleville, MS",Quiver River Southeast Ruleville,MS
07288580,"Quiver River Nr Sunflower, MS",Quiver River Nr Sunflower,MS
07288595,"Quiver River At Moorehead, MS",Quiver River At Moorehead,MS
07288621,"Big Sunflower River At Indianola, MS",Big Sunflower River At Indianola,MS
07288637,"Snake Creek Near Winstonville, MS",Snake Creek Near Winstonville,MS
0728864650,"Clear Creek Near Grapeland, MS",Clear Creek Near Grapeland,MS
07288650,"Bogue Phalia Nr Leland, MS",Bogue Phalia Nr Leland,MS
07288700,"Big Sunflower River Nr Anguilla, MS",Big Sunflower River Nr Anguilla,MS
07288711,"Rolling Fork Creek Near Rolling Fork, MS",Rolling Fork Creek Near Rolling Fork,MS
0728875070,"Deer Creek East Of Leland, MS",Deer Creek East Of Leland,MS
07288800,"Yazoo River At Redwood, MS",Yazoo River At Redwood,MS
07288842,"Granicus Bayou Nr Hollandale, MS",Granicus Bayou Nr Hollandale,MS
07288847,"Steele Bayou Nr Glen Allan, MS",Steele Bayou Nr Glen Allan,MS
07288860,"Steele Bayou At Grace Road At Hopedale, MS",Steele Bayou At Grace Road At Hopedale,MS
0728886910,"Steele Bayou Trib No 1 Near Grace, MS",Steele Bayou Trib No 1 Near Grace,MS
07288908,"Steele Bayou Below Onward, MS",Steele Bayou Below Onward,MS
07288955,"Yazoo River Bl Steele Bayou Nr Long Lake, MS",Yazoo River Bl Steele Bayou Nr Long Lake,MS
07294860,"Smith Creek Near Centreville, MS",Smith Creek Near Centreville,MS
07294870,"Buffalo River Near Wilkinson, MS",Buffalo River Near Wilkinson,MS
07294875,"Jackson Creek Near Centreville, MS",Jackson Creek Near Centreville,MS
07294890,"Browns Creek Near Woodville, MS",Browns Creek Near Woodville,MS
07294895,"Little Buffalo River Near Centreville, MS",Little Buffalo River Near Centreville,MS
07294927,"Dry Creek Nr Wilkinson, MS",Dry Creek Nr Wilkinson,MS
07294950,"Fords Creek Near Woodville, MS",Fords Creek Near Woodville,MS
07295000,"Buffalo River Nr Woodville, MS",Buffalo River Nr Woodville,MS
0737329750,"Dunbar Creek Near Woodville, MS",Dunbar Creek Near Woodville,MS
0737329760,"Beasley Creek Near Woodville, MS",Beasley Creek Near Woodville,MS
07373424,"Thompson Creek Near Newtonia, MS",Thompson Creek Near Newtonia,MS
07373426,"Thompson Creek Near Whitaker, MS",Thompson Creek Near Whitaker,MS
07373490,"West Fork Thompson Creek At Turnbull, MS",West Fork Thompson Creek At Turnbull,MS
07373552,"Carter Creek Near Woodville, MS",Carter Creek Near Woodville,MS
07375740,"Tickfaw River At Sr 568 Near Gillsburg, MS",Tickfaw River At Sr 568 Near Gillsburg,MS
07375750,"Tickfaw River At Gillsburg, MS",Tickfaw River At Gillsburg,MS
07376650,"East Fork Amite River At Highway 24 Nr Liberty, MS",East Fork Amite River At Highway 24 Nr Liberty,MS
07376673,"Hominy Creek Near Peoria, MS",Hominy Creek Near Peoria,MS
07376680,"East Fork Amite River Nr Peoria, MS",East Fork Amite River Nr Peoria,MS
07376685,"East Fork Amite River Nr Gillsburg, MS",East Fork Amite River Nr Gillsburg,MS
07376689,"West Fork Amite River Near Brookside, MS",West Fork Amite River Near Brookside,MS
07376762,"West Fork Amite River East Of Street, MS",West Fork Amite River East Of Street,MS
07376773,"Beaver Creek At Hwy 48 Near Centreville, MS",Beaver Creek At Hwy 48 Near Centreville,MS
07376775,"Beaver Creek Near Beechwood, MS",Beaver Creek Near Beechwood,MS
07377387,"Stafford Creek Near Centreville, MS",Stafford Creek Near Centreville,MS
301104089253400,"Mississippi Sound At Usgs St Joseph Island Light, MS",Mississippi Sound At Usgs St Joseph Island Light,MS
301141089320300,"East Pearl River At Csx Railroad Nr Claiborne, MS",East Pearl River At Csx Railroad Nr Claiborne,MS
301153088540200,"Gulf Of America 1 Mile South Of Ship Island, MS",Gulf Of America 1 Mile South Of Ship Island,MS
301208088253600,"Dwh Gom Oil Spill-Petit Bois Island Beach, MS",Dwh Gom Oil Spill-Petit Bois Island Beach,MS
301227088582000,"Dwh Gom Oil Spill-West Ship Island Beach, MS",Dwh Gom Oil Spill-West Ship Island Beach,MS
301258088295900,"Mississippi Sound North Of Petit Bois Island, MS",Mississippi Sound North Of Petit Bois Island,MS
301258089013000,"Mississippi Sound Between Cat And West Ship Island, MS",Mississippi Sound Between Cat And West Ship Island,MS
301309089044700,"Dwh Gom Oil Spill-South Cat Island Beach, MS",Dwh Gom Oil Spill-South Cat Island Beach,MS
301321088353300,"Dwh Gom Oil Spill-East Horn Island Beach, MS",Dwh Gom Oil Spill-East Horn Island Beach,MS
301322088564600,"Mississippi Sound North Of West Ship Island, MS",Mississippi Sound North Of West Ship Island,MS
301358088533300,"Dwh Gom Oil Spill-East Ship Island Beach, MS",Dwh Gom Oil Spill-East Ship Island Beach,MS
301424088395800,"Mississippi Sound North Of Horn Island, MS",Mississippi Sound North Of Horn Island,MS
301425088440600,"Dwh Gom Oil Spill-West Horn Island Beach, MS",Dwh Gom Oil Spill-West Horn Island Beach,MS
301429089145600,"Mississippi Sound At Usgs Merrill Shell Bank Light, MS",Mississippi Sound At Usgs Merrill Shell Bank Light,MS
301526089040000,"Mississippi Sound North Of Cat Island, MS",Mississippi Sound North Of Cat Island,MS
301527088521500,"Mississippi Sound At Usgs East Ship Island Light, MS",Mississippi Sound At Usgs East Ship Island Light,MS
301621088563800,"Mississippi Sound 4 Mi. North Of West Ship Island, MS",Mississippi Sound 4 Mi. North Of West Ship Island,MS
301650089215300,"Mississippi Sound At Waveland, MS",Mississippi Sound At Waveland,MS
301858089141000,"Dwh Gom Oil Spill-Pass Christian Beach, MS",Dwh Gom Oil Spill-Pass Christian Beach,MS
301912088583300,"Mississippi Sound At Usgs Gulfport Light, MS",Mississippi Sound At Usgs Gulfport Light,MS
301935089193300,"Noaa Tide Gage No. 8747437 At Bay St Louis, MS",Noaa Tide Gage No. 8747437 At Bay St Louis,MS
302036088320955,"Ms Sound At Country Club Dr At Pascagoula, MS",Ms Sound At Country Club Dr At Pascagoula,MS
302237089025855,"Ms Sound At Maywood Rd At Gulfport, MS",Ms Sound At Maywood Rd At Gulfport,MS
302318088512600,"Biloxi Bay At Point Cadet Harbor At Biloxi, MS",Biloxi Bay At Point Cadet Harbor At Biloxi,MS
302336088535800,"Dwh Gom Oil Spill-Biloxi Beach, MS",Dwh Gom Oil Spill-Biloxi Beach,MS
302421088495255,"Biloxi Bay At Jackson Ave At Ocean Springs, MS",Biloxi Bay At Jackson Ave At Ocean Springs,MS
305215089073600,"Flint Creek Reservoir At Wiggins, MS",Flint Creek Reservoir At Wiggins,MS
310506089291200,"Little Black Creek Reservoir Near Purvis, MS",Little Black Creek Reservoir Near Purvis,MS
310805089141600,"Geiger Lake Near Mclaurin, MS",Geiger Lake Near Mclaurin,MS
311845091272200,"Gillirad Lake Near Sibley, MS",Gillirad Lake Near Sibley,MS
312514091273400,"Butler Lake Near Sibley, MS",Butler Lake Near Sibley,MS
314416091213400,"Fields Lake Near Chruch Hill, MS",Fields Lake Near Chruch Hill,MS
322329090022500,"New Beach At Lakeshore Park, MS",New Beach At Lakeshore Park,MS
322331090013600,"Mouth At Pelahatchie Bay, MS",Mouth At Pelahatchie Bay,MS
323558090575400,"Steele Bayou Trib At Newman Rd Nr Valley Park, MS",Steele Bayou Trib At Newman Rd Nr Valley Park,MS
325458090571201,"Rice Field Prior To Risers, MS",Rice Field Prior To Risers,MS
325516090570701,"055A0174  Issaquena, MS",055A0174  Issaquena,MS
325637090434100,"Dowling Bayou Near Anguilla, MS",Dowling Bayou Near Anguilla,MS
325958090553500,"Otter Bayou Near Grace, MS",Otter Bayou Near Grace,MS
330203091020200,"Lake Washington Near Glen Allen, MS",Lake Washington Near Glen Allen,MS
330359090194135,"Bee Lake Nr Thornton                   072873355, MS",Bee Lake Nr Thornton                   072873355,MS
330735090300200,"Hard Cash Lake At Hard Cash, MS",Hard Cash Lake At Hard Cash,MS
331623091023700,"Lake Lee At Wayside, MS",Lake Lee At Wayside,MS
333136090244900,"Turkey Bayou Near Itta Bena, MS",Turkey Bayou Near Itta Bena,MS
333420090445900,"Porter Bayou Trib No 1 Nw Of Frazier, MS",Porter Bayou Trib No 1 Nw Of Frazier,MS
333601090450000,"Porter Bayou Near Shaw, MS",Porter Bayou Near Shaw,MS
333830090394600,"Porter Bayou Trib No 4 Off Fox Road Nr Shaw, MS",Porter Bayou Trib No 4 Off Fox Road Nr Shaw,MS
333957091034100,"Lake Whittington Near Bolivar, MS",Lake Whittington Near Bolivar,MS
334324090262400,"Dugan Bayou Near Ruleville Ms, MS",Dugan Bayou Near Ruleville Ms,MS
334747090285000,"Wild Bill Bayou Near Drew Ms, MS",Wild Bill Bayou Near Drew Ms,MS
335054090230200,"Parks Bayou Near Swan Lake, MS",Parks Bayou Near Swan Lake,MS
335408090224600,"Staten Brake At Hwy 32 Near Webb, MS",Staten Brake At Hwy 32 Near Webb,MS
335915090423900,"Hushpuckena River Nr Hushpuckena, MS",Hushpuckena River Nr Hushpuckena,MS
340036090474400,"Hushpuckena River At Desson, MS",Hushpuckena River At Desson,MS
340247088560200,"Davis Lake Near New Houlka, MS",Davis Lake Near New Houlka,MS
341341090413100,"Riches Bayou Nr Sherard Ms, MS",Riches Bayou Nr Sherard Ms,MS
341404090385600,"Overcup Slough Tributary No 1 Near Farrell, MS",Overcup Slough Tributary No 1 Near Farrell,MS
341436088534500,"Trace State Park Lake Near Pontotoc, MS",Trace State Park Lake Near Pontotoc,MS
341453090382800,"Overcup Slough Trib No 3 Nr Farrell, MS",Overcup Slough Trib No 3 Nr Farrell,MS
341526090392600,"Overcup Slough Trib No 4 Nr Farrell, MS",Overcup Slough Trib No 4 Nr Farrell,MS
341550090391300,"Overcup Slough Tributary No 2 Near Farrell, MS",Overcup Slough Tributary No 2 Near Farrell,MS
342328090273700,"Yazoo Pass At Rich Ms, MS",Yazoo Pass At Rich Ms,MS
343916088435600,"Lake Mohawk Near Booneville, MS",Lake Mohawk Near Booneville,MS
345021088561200,"North Prong Muddy Creek Below Hwy 15 At Falkner, MS",North Prong Muddy Creek Below Hwy 15 At Falkner,MS
345034088553800,"Muddy Creek At Falkner, MS",Muddy Creek At Falkner,MS
05495000,"Fox River At Wayland, MO",Fox River At Wayland,MO
05496000,"Wyaconda River Above Canton, MO",Wyaconda River Above Canton,MO
05500000,"South Fabius River Near Taylor, MO",South Fabius River Near Taylor,MO
06818000,"Missouri River At St. Joseph, MO",Missouri River At St. Joseph,MO
06819550,"Mozingo Creek Near Pickering, MO",Mozingo Creek Near Pickering,MO
06893000,"Missouri River At Kansas City, MO",Missouri River At Kansas City,MO
06893060,"Missouri River At Randolph, MO",Missouri River At Randolph,MO
06893150,"Blue River At Blue Ridge Blvd Ext In Kc, MO",Blue River At Blue Ridge Blvd Ext In Kc,MO
06893400,"Indian Creek At 103Rd St In Kansas City, MO",Indian Creek At 103Rd St In Kansas City,MO
06893500,"Blue River At Kansas City, MO",Blue River At Kansas City,MO
06893520,"Blue River Nr Gregory Blvd At Kansas City, MO",Blue River Nr Gregory Blvd At Kansas City,MO
06893530,"Blue River At 63Rd Street, MO",Blue River At 63Rd Street,MO
06893552,"Blue River @ Blue Parkway, MO",Blue River @ Blue Parkway,MO
06893557,"Brush Creek At Ward Parkway In Kansas City, MO",Brush Creek At Ward Parkway In Kansas City,MO
06893562,"Brush Creek At Rockhill Road In Kansas City, MO",Brush Creek At Rockhill Road In Kansas City,MO
06893563,"Town Fork Creek At Satchel Paige Mem Stad, MO",Town Fork Creek At Satchel Paige Mem Stad,MO
06893564,"Brush Creek At Elmwood Avenue In Kansas City, MO",Brush Creek At Elmwood Avenue In Kansas City,MO
06893578,"Blue River At Stadium Drive In Kansas City, MO",Blue River At Stadium Drive In Kansas City,MO
06893619,"Rock Creek At E Wilson Road In Independence, MO",Rock Creek At E Wilson Road In Independence,MO
06893620,"Rock Creek At Kentucky Road In Independence, MO",Rock Creek At Kentucky Road In Independence,MO
06893793,"Little Blue River Below Longview Dam At Kc, MO",Little Blue River Below Longview Dam At Kc,MO
06893820,"Little Blue R. At Lees Summit Rd In Independence, MO",Little Blue R. At Lees Summit Rd In Independence,MO
06893830,"Adair Creek At Independence, MO",Adair Creek At Independence,MO
06893890,"East Fork Little Blue River Near Blue Springs, MO",East Fork Little Blue River Near Blue Springs,MO
06893910,"Little Blue River At 39Th St. In Independence, MO",Little Blue River At 39Th St. In Independence,MO
06893940,"Crackerneck Creek At Selsa Rd. In Independence, MO",Crackerneck Creek At Selsa Rd. In Independence,MO
06893970,"Spring Branch Ck At Holke Rd In Independence, MO",Spring Branch Ck At Holke Rd In Independence,MO
06893990,"Burr Oak Creek At Independence, MO",Burr Oak Creek At Independence,MO
06894000,"Little Blue River Near Lake City, MO",Little Blue River Near Lake City,MO
06894650,"Missouri River At Napoleon, MO",Missouri River At Napoleon,MO
06895500,"Missouri River At Waverly, MO",Missouri River At Waverly,MO
06899900,"Medicine Creek At Lucerne, MO",Medicine Creek At Lucerne,MO
06900050,"Medicine Creek Near Laredo, MO",Medicine Creek Near Laredo,MO
06900640,"Muddy Creek Near Chula, MO",Muddy Creek Near Chula,MO
06901250,"Little East Locust Creek Near Browning, MO",Little East Locust Creek Near Browning,MO
06901500,"Locust Creek Near Linneus, MO",Locust Creek Near Linneus,MO
06902000,"Grand River Near Sumner, MO",Grand River Near Sumner,MO
06902995,"Hickory Branch Near Mendon, MO",Hickory Branch Near Mendon,MO
06909000,"Missouri River At Boonville, MO",Missouri River At Boonville,MO
06917630,"East Drywood Creek At Prairie State Park, MO",East Drywood Creek At Prairie State Park,MO
06918070,"Osage River Above Schell City, MO",Osage River Above Schell City,MO
06918600,"Little Sac River Near Walnut Grove, MO",Little Sac River Near Walnut Grove,MO
06921070,"Pomme De Terre River Near Polk, MO",Pomme De Terre River Near Polk,MO
06921582,"South Grand River Below Freeman, MO",South Grand River Below Freeman,MO
06926510,"Osage River Below St. Thomas, MO",Osage River Below St. Thomas,MO
06930450,"Big Piney River At Devils Elbow, MO",Big Piney River At Devils Elbow,MO
06930800,"Gasconade River Above Jerome, MO",Gasconade River Above Jerome,MO
06934500,"Missouri River At Hermann, MO",Missouri River At Hermann,MO
06999992,"Di Tank Water, MO",Di Tank Water,MO
07017610,"Big River Below Bonne Terre, MO",Big River Below Bonne Terre,MO
07018500,"Big River At Byrnesville, MO",Big River At Byrnesville,MO
07019070,"Kiefer Creek At New Ballwin Rd. In Ballwin, MO",Kiefer Creek At New Ballwin Rd. In Ballwin,MO
07019072,"Keifer Creek Near Ballwin, MO",Keifer Creek Near Ballwin,MO
07020850,"Mississippi River At Cape Girardeau, MO",Mississippi River At Cape Girardeau,MO
07036100,"St. Francis River Near Saco, MO",St. Francis River Near Saco,MO
07037300,"Big Creek At Sam A Baker State Park, MO",Big Creek At Sam A Baker State Park,MO
07052152,"Wilson Creek Near Brookline, MO",Wilson Creek Near Brookline,MO
07052160,"Wilson Creek Near Battlefield, MO",Wilson Creek Near Battlefield,MO
07052250,"James River Near Boaz, MO",James River Near Boaz,MO
07052345,"Finley Creek Below Riverdale, MO",Finley Creek Below Riverdale,MO
07052500,"James River At Galena, MO",James River At Galena,MO
07052820,"Flat Creek Below Jenkins, MO",Flat Creek Below Jenkins,MO
07053700,"Lake Taneycomo At Branson, MO",Lake Taneycomo At Branson,MO
07053900,"Swan Creek Near Swan, MO",Swan Creek Near Swan,MO
07057500,"North Fork River Near Tecumseh, MO",North Fork River Near Tecumseh,MO
07057750,"Bryant Creek Below Evans, MO",Bryant Creek Below Evans,MO
07061270,"East Fork Black River Near Lesterville, MO",East Fork Black River Near Lesterville,MO
07061290,"E. Fk. Black R. Bl Lower Taum Sauk Reservoir, MO",E. Fk. Black R. Bl Lower Taum Sauk Reservoir,MO
07061300,"East Fork Black River At Lesterville, MO",East Fork Black River At Lesterville,MO
07061600,"Black River Below Annapolis, MO",Black River Below Annapolis,MO
07066110,"Jacks Fork Above Two River, MO",Jacks Fork Above Two River,MO
07067500,"Big Spring Near Van Buren, MO",Big Spring Near Van Buren,MO
07068000,"Current River At Doniphan, MO",Current River At Doniphan,MO
07071000,"Greer Spring At Greer, MO",Greer Spring At Greer,MO
07185764,"Spring River Above Carthage, MO",Spring River Above Carthage,MO
07186000,"Spring River Near Waco, MO",Spring River Near Waco,MO
07186480,"Center Creek Near Smithfield, MO",Center Creek Near Smithfield,MO
07186600,"Turkey Creek Near Joplin, MO",Turkey Creek Near Joplin,MO
07187000,"Shoal Creek Above Joplin, MO",Shoal Creek Above Joplin,MO
07188838,"Little Sugar Creek Near Pineville, MO",Little Sugar Creek Near Pineville,MO
07188885,"Indian Creek Near Lanagan, MO",Indian Creek Near Lanagan,MO
07189000,"Elk River Near Tiff City, MO",Elk River Near Tiff City,MO
07189100,"Buffalo Creek At Tiff City, MO",Buffalo Creek At Tiff City,MO
363605089585501,"T23N R10E 28Add1, MO",T23N R10E 28Add1,MO
363642089485501,"T23N R11E 25Aab1, MO",T23N R11E 25Aab1,MO
370255094353200," Shoal Creek Trib @ Iron Gate Cleanup, MO", Shoal Creek Trib @ Iron Gate Cleanup,MO
370429094252300,"Turkey Creek Near Duenweg, MO",Turkey Creek Near Duenweg,MO
370525094365600,"Short Creek Near Galena, MO",Short Creek Near Galena,MO
370527094360500,"Short Creek At Malang Rd Nr Central City, MO",Short Creek At Malang Rd Nr Central City,MO
370535094342600,"Short Creek Near Belle Center, MO",Short Creek Near Belle Center,MO
370535094345900,"Short Creek At Scc Rd Near Central City, MO",Short Creek At Scc Rd Near Central City,MO
370645094313300,"Turkey Creek At Lone Elm Rd Near Joplin, MO",Turkey Creek At Lone Elm Rd Near Joplin,MO
370734094363300,"Turkey Creek Near Belle Center, MO",Turkey Creek Near Belle Center,MO
370904094370100,"Spring R At Confluence Center C Nr Smithfield, MO",Spring R At Confluence Center C Nr Smithfield,MO
371001094303500,"Center Creek Near Airport Drive, MO",Center Creek Near Airport Drive,MO
371030094271800,"Center Creek At Hwy D Near Oronogo, MO",Center Creek At Hwy D Near Oronogo,MO
